source,rule_id,severity,location,description,severity_raw,tool_code,severity_norm,suppressed,dedup_key,risk_score,priority,ART_minutes,expected_priority
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:106,"Define a constant instead of duplicating this literal ""/owners/new"" 3 times.",CRITICAL,1,4,True,1f0ff263b43a4eb793,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/system/CrashControllerIntegrationTests.java:64,"Define a constant instead of duplicating this literal ""/oups"" 3 times.",CRITICAL,1,4,True,1fa33a19ffdb3ca368,0,SUPPRESSED,5,CRITICAL
SAST,java:S112,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java:82,Replace generic exceptions with specific library exceptions or a custom exception.,MAJOR,1,3,True,3aab3fe38f233d03af,0,SUPPRESSED,5,HIGH
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:119,"Define a constant instead of duplicating this literal ""telephone"" 7 times.",CRITICAL,1,4,True,a42194d19afc3b69ff,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:108,"Define a constant instead of duplicating this literal ""owner"" 24 times.",CRITICAL,1,4,True,8d508755559fd4ebbc,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:172,"Define a constant instead of duplicating this literal ""/owners/{ownerId}/edit"" 5 times.",CRITICAL,1,4,True,b448bb57f3bdd9fc48,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:115,"Define a constant instead of duplicating this literal ""required"" 3 times.",CRITICAL,1,4,True,0c477d3ea00db8f6a5,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:164,"Define a constant instead of duplicating this literal ""/owners/{ownerId}/pets/{petId}/edit"" 4 times.",CRITICAL,1,4,True,261264c638e6d230c3,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java:110,"Define a constant instead of duplicating this literal ""Schultz"" 3 times.",CRITICAL,1,4,True,b7d09f9f6788562606,0,SUPPRESSED,5,CRITICAL
SAST,java:S1117,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java:110,"Rename ""owners"" which hides the field declared at line 76.",MAJOR,1,3,True,0253d1104ca31f77f0,0,SUPPRESSED,5,HIGH
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:112,"Define a constant instead of duplicating this literal ""owner"" 6 times.",CRITICAL,1,4,True,c30dee51fe4a2abe1f,0,SUPPRESSED,5,CRITICAL
SAST,java:S1117,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java:206,"Rename ""vets"" which hides the field declared at line 82.",MAJOR,1,3,True,f1804e75b0a17e0c64,0,SUPPRESSED,5,HIGH
SAST,java:S1602,MINOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:73,Remove useless curly braces around statement (sonar.java.source not set. Assuming 8 or greater.),MINOR,1,1,True,69c3a5501d965b4b57,0,SUPPRESSED,5,LOW
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:76,"Define a constant instead of duplicating this literal ""110 W. Liberty St."" 3 times.",CRITICAL,1,4,True,bf686f77df445c7db9,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:74,"Define a constant instead of duplicating this literal ""George"" 3 times.",CRITICAL,1,4,True,7fe492ea3a4d1dfd03,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:78,"Define a constant instead of duplicating this literal ""6085551023"" 3 times.",CRITICAL,1,4,True,3f3a2765c64ac45abf,0,SUPPRESSED,5,CRITICAL
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:77,"Define a constant instead of duplicating this literal ""Madison"" 3 times.",CRITICAL,1,4,True,6e589536b4e48ae960,0,SUPPRESSED,5,CRITICAL
SAST,java:S1118,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/service/EntityUtils.java:33,Add a private constructor to hide the implicit public one.,MAJOR,1,3,True,1cd47fbd2371719fdf,0,SUPPRESSED,5,HIGH
SAST,java:S1171,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:90,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,1,3,True,e06692e3a850d67ff5,0,SUPPRESSED,5,HIGH
SAST,java:S1192,CRITICAL,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:109,"Define a constant instead of duplicating this literal ""owners/createOrUpdateOwnerForm"" 4 times.",CRITICAL,1,4,True,4556a66c2a279449e3,0,SUPPRESSED,5,CRITICAL
SAST,java:S3599,MINOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:84,Use another way to initialize this instance.,MINOR,1,1,True,8b991e6e2788d2dd14,0,SUPPRESSED,5,LOW
SAST,java:S1171,MAJOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:85,Move the contents of this initializer to a standard constructor or to field initializers.,MAJOR,1,3,True,9231c9d4cc18cde34e,0,SUPPRESSED,5,HIGH
SAST,java:S3599,MINOR,spring-petclinic:src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:89,Use another way to initialize this instance.,MINOR,1,1,True,8e6431365c6e4a9f4b,0,SUPPRESSED,5,LOW
